Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Interceptions
Isaiah Taylor,Arizona,29,2022-23,1,[12],['11/25/2022'],['Arizona St.'],[1.0]
Jaxen Turner,Arizona,29,2022-23,2,"[1, 12]","['09/03/2022', '11/25/2022']","['San Diego St.', 'Arizona St.']","[1.0, 1.0]"
Treydan Stukes,Arizona,29,2022-23,1,[2],['09/10/2022'],['Mississippi St.'],[1.0]
Samy Johnson,Arkansas St.,30,2022-23,1,[12],['11/26/2022'],['Troy'],[1.0]
Kenneth Harris,Arkansas St.,30,2022-23,1,[7],['10/15/2022'],['Southern Miss.'],[1.0]
Jaden Harris,Arkansas St.,30,2022-23,1,[10],['11/12/2022'],['Massachusetts'],[1.0]
Eddie Smith,Arkansas St.,30,2022-23,2,"[1, 7]","['09/03/2022', '10/15/2022']","['Grambling', 'Southern Miss.']","[1.0, 1.0]"
Trevian Thomas,Arkansas St.,30,2022-23,1,[10],['11/12/2022'],['Massachusetts'],[1.0]
Drew Sanders,Arkansas,31,2022-23,1,[11],['11/19/2022'],['Ole Miss'],[1.0]
Quincey McAdoo,Arkansas,31,2022-23,2,"[9, 13]","['11/05/2022', '12/28/2022']","['Liberty', 'Kansas']","[1.0, 1.0]"
Latavious Brini,Arkansas,31,2022-23,1,[10],['11/12/2022'],['LSU'],[1.0]
Dwight McGlothern,Arkansas,31,2022-23,4,"[1, 2, 5, 13]","['09/03/2022', '09/10/2022', '10/01/2022', '12/28/2022']","['Cincinnati', 'South Carolina', 'Alabama', 'Kansas']","[1.0, 1.0, 1.0, 1.0]"
Hudson Clark,Arkansas,31,2022-23,1,[7],['10/15/2022'],['BYU'],[1.0]
DJ James,Auburn,37,2022-23,1,[11],['11/19/2022'],['Western Ky.'],[1.0]
Owen Pappoe,Auburn,37,2022-23,1,[12],['11/26/2022'],['Alabama'],[1.0]
Derick Hall,Auburn,37,2022-23,1,[4],['09/24/2022'],['Missouri'],[1.0]
Jaylin Simpson,Auburn,37,2022-23,2,"[9, 11]","['11/05/2022', '11/19/2022']","['Mississippi St.', 'Western Ky.']","[1.0, 1.0]"
Keionte Scott,Auburn,37,2022-23,1,[7],['10/15/2022'],['Ole Miss'],[1.0]
Nic Jones,Ball St.,47,2022-23,1,[3],['09/17/2022'],['Murray St.'],[2.0]
Cole Pearce,Ball St.,47,2022-23,1,[7],['10/15/2022'],['UConn'],[1.0]
Amechi Uzodinma,Ball St.,47,2022-23,3,"[2, 10, 12]","['09/10/2022', '11/08/2022', '11/22/2022']","['Western Mich.', 'Toledo', 'Miami (OH)']","[1.0, 1.0, 1.0]"
Jaquan Amos,Ball St.,47,2022-23,1,[5],['10/01/2022'],['NIU'],[1.0]
Christian Morgan,Baylor,51,2022-23,3,"[4, 5, 9]","['09/24/2022', '10/01/2022', '11/05/2022']","['Iowa St.', 'Oklahoma St.', 'Oklahoma']","[1.0, 1.0, 1.0]"
Tevin Williams III,Baylor,51,2022-23,1,[8],['10/29/2022'],['Texas Tech'],[1.0]
Mark Milton,Baylor,51,2022-23,1,[8],['10/29/2022'],['Texas Tech'],[1.0]
Alfahiym Walcott,Baylor,51,2022-23,1,[8],['10/29/2022'],['Texas Tech'],[1.0]
Dillon Doyle,Baylor,51,2022-23,2,"[6, 9]","['10/13/2022', '11/05/2022']","['West Virginia', 'Oklahoma']","[1.0, 1.0]"
Devin Neal,Baylor,51,2022-23,2,"[4, 11]","['09/24/2022', '11/19/2022']","['Iowa St.', 'TCU']","[1.0, 1.0]"
Devin Lemear,Baylor,51,2022-23,2,"[8, 9]","['10/29/2022', '11/05/2022']","['Texas Tech', 'Oklahoma']","[1.0, 1.0]"
AJ McCarty,Baylor,51,2022-23,1,[8],['10/29/2022'],['Texas Tech'],[1.0]
Gabe Hunter,Boise St.,66,2022-23,2,"[8, 12]","['10/29/2022', '11/25/2022']","['Colorado St.', 'Utah St.']","[1.0, 1.0]"
Seyi Oladipo,Boise St.,66,2022-23,1,[12],['11/25/2022'],['Utah St.'],[1.0]
Tyreque Jones,Boise St.,66,2022-23,1,[5],['09/30/2022'],['San Diego St.'],[1.0]
JL Skinner,Boise St.,66,2022-23,3,"[1, 9, 11]","['09/03/2022', '11/05/2022', '11/19/2022']","['Oregon St.', 'BYU', 'Wyoming']","[1.0, 1.0, 2.0]"
Ezekiel Noa,Boise St.,66,2022-23,2,"[6, 14]","['10/08/2022', '12/17/2022']","['Fresno St.', 'North Texas']","[1.0, 1.0]"
Caleb Biggers,Boise St.,66,2022-23,1,[1],['09/03/2022'],['Oregon St.'],[1.0]
Jaylen Clark,Boise St.,66,2022-23,1,[14],['12/17/2022'],['North Texas'],[1.0]
Rodney Robinson,Boise St.,66,2022-23,3,"[6, 9, 11]","['10/08/2022', '11/05/2022', '11/19/2022']","['Fresno St.', 'BYU', 'Wyoming']","[1.0, 1.0, 1.0]"
Cole Batson,Boston College,67,2022-23,1,[7],['10/22/2022'],['Wake Forest'],[1.0]
Elijah Jones,Boston College,67,2022-23,2,"[1, 10]","['09/03/2022', '11/12/2022']","['Rutgers', 'NC State']","[1.0, 1.0]"
Josh DeBerry,Boston College,67,2022-23,1,[6],['10/08/2022'],['Clemson'],[1.0]
Jason Maitre,Boston College,67,2022-23,1,[3],['09/17/2022'],['Maine'],[1.0]
Kam Arnold,Boston College,67,2022-23,2,"[3, 5]","['09/17/2022', '10/01/2022']","['Maine', 'Louisville']","[1.0, 1.0]"
Chris Bacon,Bowling Green,71,2022-23,2,"[9, 13]","['11/02/2022', '12/26/2022']","['Western Mich.', 'New Mexico St.']","[1.0, 1.0]"
Walter Haire,Bowling Green,71,2022-23,1,[8],['10/22/2022'],['Central Mich.'],[1.0]
Jalen Burton,Bowling Green,71,2022-23,1,[5],['10/01/2022'],['Akron'],[1.0]
DJ Taylor,Bowling Green,71,2022-23,2,"[1, 10]","['09/03/2022', '11/09/2022']","['UCLA', 'Kent St.']","[1.0, 1.0]"
Trent Simms,Bowling Green,71,2022-23,2,"[3, 11]","['09/17/2022', '11/15/2022']","['Marshall', 'Toledo']","[1.0, 1.0]"
Jordan Anderson,Bowling Green,71,2022-23,1,[2],['09/10/2022'],['Eastern Ky.'],[1.0]
Deshawn Jones Jr.,Bowling Green,71,2022-23,1,[11],['11/15/2022'],['Toledo'],[1.0]
Talan Alfrey,BYU,77,2022-23,1,[8],['10/22/2022'],['Liberty'],[1.0]
Max Tooley,BYU,77,2022-23,3,"[1, 5, 6]","['09/03/2022', '09/29/2022', '10/08/2022']","['South Fla.', 'Utah St.', 'Notre Dame']","[1.0, 1.0, 1.0]"
Ben Bywater,BYU,77,2022-23,3,"[3, 5, 13]","['09/17/2022', '09/29/2022', '12/17/2022']","['Oregon', 'Utah St.', 'SMU']","[1.0, 1.0, 1.0]"
Jakob Robinson,BYU,77,2022-23,1,[11],['11/19/2022'],['Utah Tech'],[1.0]
Dylan Powell,Buffalo,86,2022-23,1,[13],['12/27/2022'],['Ga. Southern'],[1.0]
Jahmin Muse,Buffalo,86,2022-23,1,[5],['10/01/2022'],['Miami (OH)'],[1.0]
Keyshawn Cobb,Buffalo,86,2022-23,1,[9],['11/01/2022'],['Ohio'],[1.0]
Marcus Fuqua,Buffalo,86,2022-23,4,"[1, 6, 8, 11]","['09/03/2022', '10/08/2022', '10/22/2022', '12/02/2022']","['Maryland', 'Bowling Green', 'Toledo', 'Akron']","[1.0, 1.0, 3.0, 2.0]"
Daymond Williams,Buffalo,86,2022-23,1,[12],['11/26/2022'],['Kent St.'],[1.0]
James Patterson,Buffalo,86,2022-23,1,[4],['09/24/2022'],['Eastern Mich.'],[1.0]
Caleb Offord,Buffalo,86,2022-23,1,[8],['10/22/2022'],['Toledo'],[1.0]
LJ Early,Fresno St.,96,2022-23,2,"[11, 14]","['11/19/2022', '12/17/2022']","['Nevada', 'Washington St.']","[1.0, 1.0]"
Malachi Langley,Fresno St.,96,2022-23,2,"[5, 12]","['10/08/2022', '11/25/2022']","['Boise St.', 'Wyoming']","[1.0, 1.0]"
Carlton Johnson,Fresno St.,96,2022-23,1,[8],['10/29/2022'],['San Diego St.'],[1.0]
Bralyn Lux,Fresno St.,96,2022-23,1,[6],['10/15/2022'],['San Jose St.'],[1.0]
Cameron Lockridge,Fresno St.,96,2022-23,4,"[8, 9, 12, 13]","['10/29/2022', '11/05/2022', '11/25/2022', '12/03/2022']","['San Diego St.', 'Hawaii', 'Wyoming', 'Boise St.']","[1.0, 1.0, 1.0, 2.0]"
David Perales,Fresno St.,96,2022-23,1,[11],['11/19/2022'],['Nevada'],[1.0]
Daniel Scott,California,107,2022-23,3,"[4, 5, 11]","['09/24/2022', '10/01/2022', '11/19/2022']","['Arizona', 'Washington St.', 'Stanford']","[1.0, 1.0, 1.0]"
Orin Patu,California,107,2022-23,1,[8],['10/29/2022'],['Oregon'],[1.0]
Oluwafemi Oladejo,California,107,2022-23,1,[8],['10/29/2022'],['Oregon'],[1.0]
Jeremiah Earby,California,107,2022-23,1,[1],['09/03/2022'],['UC Davis'],[1.0]
Isaiah Young,California,107,2022-23,2,"[2, 4]","['09/10/2022', '09/24/2022']","['UNLV', 'Arizona']","[1.0, 1.0]"
Jackson Sirmon,California,107,2022-23,1,[6],['10/15/2022'],['Colorado'],[1.0]
Craig Woodson,California,107,2022-23,2,"[1, 5]","['09/03/2022', '10/01/2022']","['UC Davis', 'Washington St.']","[1.0, 1.0]"
Kain Medrano,UCLA,110,2022-23,1,[11],['11/19/2022'],['Southern California'],[1.0]
Carl Jones Jr.,UCLA,110,2022-23,1,[4],['09/24/2022'],['Colorado'],[1.0]
Jaylin Davies,UCLA,110,2022-23,3,"[2, 9, 13]","['09/10/2022', '11/05/2022', '12/30/2022']","['Alabama St.', 'Arizona St.', 'Pittsburgh']","[1.0, 1.0, 1.0]"
JonJon Vaughns,UCLA,110,2022-23,2,"[3, 5]","['09/17/2022', '09/30/2022']","['South Alabama', 'Washington']","[1.0, 1.0]"
Stephan Blaylock,UCLA,110,2022-23,1,[5],['09/30/2022'],['Washington'],[1.0]
Darius Muasau,UCLA,110,2022-23,2,"[6, 8]","['10/08/2022', '10/29/2022']","['Utah', 'Stanford']","[1.0, 1.0]"
D.J. Justice,UCLA,110,2022-23,1,[2],['09/10/2022'],['Alabama St.'],[1.0]
Divaad Wilson,UCF,128,2022-23,3,"[1, 5, 9]","['09/01/2022', '10/05/2022', '11/05/2022']","['South Carolina St.', 'SMU', 'Memphis']","[1.0, 1.0, 1.0]"
Davonte Brown,UCF,128,2022-23,2,"[9, 13]","['11/05/2022', '12/03/2022']","['Memphis', 'Tulane']","[1.0, 1.0]"
Justin Hodges,UCF,128,2022-23,1,[12],['11/26/2022'],['South Fla.'],[1.0]
Trey Jones,Central Mich.,129,2022-23,2,"[2, 9]","['09/10/2022', '11/02/2022']","['South Alabama', 'NIU']","[1.0, 1.0]"
Caleb Spann,Central Mich.,129,2022-23,1,[3],['09/17/2022'],['Bucknell'],[1.0]
Justin Whiteside,Central Mich.,129,2022-23,1,[10],['11/09/2022'],['Buffalo'],[1.0]
Jacob Dingle,Cincinnati,140,2022-23,1,[11],['11/19/2022'],['Temple'],[1.0]
Ja'von Hicks,Cincinnati,140,2022-23,3,"[2, 5, 13]","['09/10/2022', '10/01/2022', '12/17/2022']","['Kennesaw St.', 'Tulsa', 'Louisville']","[1.0, 1.0, 1.0]"
Deshawn Pace,Cincinnati,140,2022-23,1,[5],['10/01/2022'],['Tulsa'],[1.0]
Arquon Bush,Cincinnati,140,2022-23,2,"[3, 7]","['09/17/2022', '10/22/2022']","['Miami (OH)', 'SMU']","[1.0, 1.0]"
Armorion Smith,Cincinnati,140,2022-23,1,[13],['12/17/2022'],['Louisville'],[1.0]
Taj Ward,Cincinnati,140,2022-23,1,[4],['09/24/2022'],['Indiana'],[1.0]
Bryon Threats,Cincinnati,140,2022-23,2,"[4, 11]","['09/24/2022', '11/19/2022']","['Indiana', 'Temple']","[1.0, 1.0]"
Toriano Pride Jr.,Clemson,147,2022-23,1,[5],['10/01/2022'],['NC State'],[1.0]
Jalyn Phillips,Clemson,147,2022-23,1,[11],['11/19/2022'],['Miami (FL)'],[1.0]
R.J. Mickens,Clemson,147,2022-23,3,"[3, 8, 12]","['09/17/2022', '10/22/2022', '11/26/2022']","['Louisiana Tech', 'Syracuse', 'South Carolina']","[1.0, 1.0, 1.0]"
Jeadyn Lukus,Clemson,147,2022-23,1,[13],['12/03/2022'],['North Carolina'],[1.0]
Andrew Mukuba,Clemson,147,2022-23,1,[1],['09/05/2022'],['Georgia Tech'],[1.0]
Barrett Carter,Clemson,147,2022-23,2,"[2, 10]","['09/10/2022', '11/12/2022']","['Furman', 'Louisville']","[1.0, 1.0]"
Jeremiah Trotter Jr.,Clemson,147,2022-23,2,"[3, 12]","['09/17/2022', '11/26/2022']","['Louisiana Tech', 'South Carolina']","[1.0, 1.0]"
Nate Wiggins,Clemson,147,2022-23,1,[13],['12/03/2022'],['North Carolina'],[1.0]
Malcolm Greene,Clemson,147,2022-23,1,[3],['09/17/2022'],['Louisiana Tech'],[1.0]
Lance Boykin,Coastal Carolina,149,2022-23,1,[2],['09/10/2022'],['Gardner-Webb'],[2.0]
Charles Arnold Jr.,Coastal Carolina,149,2022-23,1,[4],['09/22/2022'],['Georgia St.'],[1.0]
D'Jordan Strong,Coastal Carolina,149,2022-23,1,[3],['09/17/2022'],['Buffalo'],[1.0]
Tre' Pinkney,Coastal Carolina,149,2022-23,2,"[4, 5]","['09/22/2022', '10/01/2022']","['Georgia St.', 'Ga. Southern']","[1.0, 1.0]"
Jacob Proche,Coastal Carolina,149,2022-23,1,[3],['09/17/2022'],['Buffalo'],[1.0]
Tavyn Jackson,Coastal Carolina,149,2022-23,2,"[1, 9]","['09/03/2022', '11/03/2022']","['Army West Point', 'App State']","[1.0, 1.0]"
Jack Howell,Colorado St.,156,2022-23,3,"[2, 3, 4]","['09/10/2022', '09/17/2022', '09/24/2022']","['Middle Tenn.', 'Washington St.', 'Sacramento St.']","[1.0, 1.0, 1.0]"
Cam'Ron Carter,Colorado St.,156,2022-23,1,[6],['10/15/2022'],['Utah St.'],[1.0]
Ayden Hector,Colorado St.,156,2022-23,3,"[5, 7, 9]","['10/07/2022', '10/22/2022', '11/05/2022']","['Nevada', 'Hawaii', 'San Jose St.']","[1.0, 1.0, 1.0]"
Henry Blackburn,Colorado St.,156,2022-23,1,[10],['11/12/2022'],['Wyoming'],[1.0]
Nikko Reed,Colorado,157,2022-23,2,"[10, 12]","['11/11/2022', '11/26/2022']","['Southern California', 'Utah']","[1.0, 1.0]"
Isaiah Lewis,Colorado,157,2022-23,1,[3],['09/17/2022'],['Minnesota'],[1.0]
Trevor Woods,Colorado,157,2022-23,1,[8],['10/29/2022'],['Arizona St.'],[1.0]
Josh Chandler-Semedo,Colorado,157,2022-23,1,[11],['11/19/2022'],['Washington'],[1.0]
Tyrin Taylor,Colorado,157,2022-23,1,[6],['10/15/2022'],['California'],[1.0]
Malik Dixon-Williams,UConn,164,2022-23,2,"[8, 13]","['10/15/2022', '12/19/2022']","['Ball St.', 'Marshall']","[1.0, 1.0]"
Jackson Mitchell,UConn,164,2022-23,1,[9],['10/29/2022'],['Boston College'],[1.0]
Ian Swenson,UConn,164,2022-23,1,[6],['10/01/2022'],['Fresno St.'],[1.0]
Tre Wortham,UConn,164,2022-23,3,"[6, 7, 10]","['10/01/2022', '10/08/2022', '11/04/2022']","['Fresno St.', 'FIU', 'Massachusetts']","[1.0, 2.0, 1.0]"
Brandon Bouyer-Randle,UConn,164,2022-23,2,"[2, 5]","['09/03/2022', '09/24/2022']","['Central Conn. St.', 'NC State']","[1.0, 1.0]"
Chris Shearin,UConn,164,2022-23,2,"[9, 11]","['10/29/2022', '11/12/2022']","['Boston College', 'Liberty']","[1.0, 1.0]"
Durante Jones,UConn,164,2022-23,1,[9],['10/29/2022'],['Boston College'],[1.0]
Jaylen Stinson,Duke,193,2022-23,1,[8],['10/22/2022'],['Miami (FL)'],[2.0]
Brandon Johnson,Duke,193,2022-23,2,"[2, 8]","['09/10/2022', '10/22/2022']","['Northwestern', 'Miami (FL)']","[1.0, 1.0]"
Shaka Heyward,Duke,193,2022-23,2,"[10, 11]","['11/12/2022', '11/19/2022']","['Virginia Tech', 'Pittsburgh']","[1.0, 1.0]"
Darius Joiner,Duke,193,2022-23,2,"[5, 12]","['10/01/2022', '11/26/2022']","['Virginia', 'Wake Forest']","[1.0, 1.0]"
Datrone Young,Duke,193,2022-23,1,[11],['11/19/2022'],['Pittsburgh'],[1.0]
Chandler Rivers,Duke,193,2022-23,1,[13],['12/28/2022'],['UCF'],[1.0]
Jireh Wilson,East Carolina,196,2022-23,3,"[1, 8, 10]","['09/03/2022', '10/22/2022', '11/11/2022']","['NC State', 'UCF', 'Cincinnati']","[1.0, 1.0, 1.0]"
Chance Bates,East Carolina,196,2022-23,1,[3],['09/17/2022'],['Campbell'],[1.0]
Gerard Stringer,East Carolina,196,2022-23,1,[8],['10/22/2022'],['UCF'],[1.0]
Malik Fleming,East Carolina,196,2022-23,3,"[7, 8, 12]","['10/15/2022', '10/22/2022', '11/26/2022']","['Memphis', 'UCF', 'Temple']","[1.0, 1.0, 1.0]"
Julius Wood,East Carolina,196,2022-23,2,"[2, 7]","['09/10/2022', '10/15/2022']","['Old Dominion', 'Memphis']","[1.0, 1.0]"
Juan Powell,East Carolina,196,2022-23,1,[11],['11/19/2022'],['Houston'],[1.0]
Kempton Shine,Eastern Mich.,204,2022-23,1,[9],['11/08/2022'],['Akron'],[1.0]
Joshua Scott,Eastern Mich.,204,2022-23,3,"[9, 11, 13]","['11/08/2022', '11/25/2022', '12/20/2022']","['Akron', 'Central Mich.', 'San Jose St.']","[1.0, 1.0, 1.0]"
Grant Trueman,Eastern Mich.,204,2022-23,1,[11],['11/25/2022'],['Central Mich.'],[1.0]
Blake Bogan,Eastern Mich.,204,2022-23,1,[1],['09/02/2022'],['Eastern Ky.'],[1.0]
Robert Daniel,Eastern Mich.,204,2022-23,1,[7],['10/22/2022'],['Ball St.'],[1.0]
Quentavius Scandrett,Eastern Mich.,204,2022-23,1,[7],['10/22/2022'],['Ball St.'],[1.0]
Mark Lee Jr.,Eastern Mich.,204,2022-23,1,[4],['10/01/2022'],['Massachusetts'],[1.0]
Luke Cameron,Eastern Mich.,204,2022-23,1,[13],['12/20/2022'],['San Jose St.'],[1.0]
Russell Vaden,Eastern Mich.,204,2022-23,1,[13],['12/20/2022'],['San Jose St.'],[1.0]
Joe Sparacio,Eastern Mich.,204,2022-23,1,[9],['11/08/2022'],['Akron'],[1.0]
Brandon Benson,Eastern Mich.,204,2022-23,1,[11],['11/25/2022'],['Central Mich.'],[1.0]
Jaylen Wester,Fla. Atlantic,229,2022-23,1,[10],['11/12/2022'],['FIU'],[1.0]
Armani Adams,Fla. Atlantic,229,2022-23,1,[7],['10/15/2022'],['Rice'],[1.0]
Teja Young,Fla. Atlantic,229,2022-23,2,"[6, 8]","['10/01/2022', '10/22/2022']","['North Texas', 'UTEP']","[1.0, 1.0]"
Romain Mungin,Fla. Atlantic,229,2022-23,2,"[7, 10]","['10/15/2022', '11/12/2022']","['Rice', 'FIU']","[1.0, 1.0]"
Justin McKithen,Fla. Atlantic,229,2022-23,2,"[1, 12]","['08/27/2022', '11/26/2022']","['Charlotte', 'Western Ky.']","[1.0, 1.0]"
Dwight Toombs,Fla. Atlantic,229,2022-23,3,"[4, 5, 7]","['09/17/2022', '09/24/2022', '10/15/2022']","['UCF', 'Purdue', 'Rice']","[1.0, 1.0, 1.0]"
Jaleel McRae,Fla. Atlantic,229,2022-23,1,[11],['11/19/2022'],['Middle Tenn.'],[1.0]
Adrian Cole,FIU,231,2022-23,1,[9],['11/05/2022'],['North Texas'],[1.0]
Dorian Hall,FIU,231,2022-23,2,"[3, 7]","['09/24/2022', '10/22/2022']","['Western Ky.', 'Charlotte']","[1.0, 1.0]"
Demetrius Hill,FIU,231,2022-23,1,[7],['10/22/2022'],['Charlotte'],[1.0]
Reggie Peterson,FIU,231,2022-23,1,[9],['11/05/2022'],['North Texas'],[1.0]
Andrew Volmar,FIU,231,2022-23,1,[7],['10/22/2022'],['Charlotte'],[1.0]
CJ Christian,FIU,231,2022-23,1,[2],['09/10/2022'],['Texas St.'],[1.0]
Omarion Cooper,Florida St.,234,2022-23,1,[3],['09/24/2022'],['Boston College'],[1.0]
Kevin Knowles II,Florida St.,234,2022-23,1,[2],['09/16/2022'],['Louisville'],[1.0]
Greedy Vance Jr.,Florida St.,234,2022-23,3,"[3, 8, 9]","['09/24/2022', '11/05/2022', '11/12/2022']","['Boston College', 'Miami (FL)', 'Syracuse']","[1.0, 1.0, 1.0]"
Jarrian Jones,Florida St.,234,2022-23,1,[11],['11/25/2022'],['Florida'],[1.0]
Azareye'h Thomas,Florida St.,234,2022-23,1,[8],['11/05/2022'],['Miami (FL)'],[1.0]
Jammie Robinson,Florida St.,234,2022-23,1,[5],['10/08/2022'],['NC State'],[1.0]
Tre'Vez Johnson,Florida,235,2022-23,1,[3],['09/17/2022'],['South Fla.'],[1.0]
Jason Marshall Jr.,Florida,235,2022-23,1,[11],['11/19/2022'],['Vanderbilt'],[1.0]
Jaydon Hill,Florida,235,2022-23,1,[6],['10/08/2022'],['Missouri'],[2.0]
Jadarrius Perkins,Florida,235,2022-23,1,[8],['10/29/2022'],['Georgia'],[1.0]
Gervon Dexter Sr.,Florida,235,2022-23,1,[2],['09/10/2022'],['Kentucky'],[1.0]
Amari Burney,Florida,235,2022-23,2,"[1, 8]","['09/03/2022', '10/29/2022']","['Utah', 'Georgia']","[1.0, 1.0]"
Jalen Kimber,Florida,235,2022-23,1,[3],['09/17/2022'],['South Fla.'],[1.0]
NaJee Thompson,Ga. Southern,253,2022-23,1,[9],['11/05/2022'],['South Alabama'],[1.0]
Dillon Springer,Ga. Southern,253,2022-23,1,[7],['10/15/2022'],['James Madison'],[1.0]
Isaac Walker,Ga. Southern,253,2022-23,1,[1],['09/03/2022'],['Morgan St.'],[1.0]
Khadry Jackson,Ga. Southern,253,2022-23,1,[9],['11/05/2022'],['South Alabama'],[1.0]
Anthony Wilson,Ga. Southern,253,2022-23,1,[7],['10/15/2022'],['James Madison'],[1.0]
Marc Stampley II,Ga. Southern,253,2022-23,1,[6],['10/08/2022'],['Georgia St.'],[1.0]
Jalen Denton,Ga. Southern,253,2022-23,1,[1],['09/03/2022'],['Morgan St.'],[1.0]
Derrick Canteen,Ga. Southern,253,2022-23,1,[10],['11/10/2022'],['Louisiana'],[1.0]
Justin Birdsong,Ga. Southern,253,2022-23,1,[4],['09/24/2022'],['Ball St.'],[1.0]
Tyler Bride,Ga. Southern,253,2022-23,2,"[1, 7]","['09/03/2022', '10/15/2022']","['Morgan St.', 'James Madison']","[1.0, 1.0]"
Quavian White,Georgia St.,254,2022-23,3,"[1, 3, 6]","['09/03/2022', '09/17/2022', '10/08/2022']","['South Carolina', 'Charlotte', 'Ga. Southern']","[2.0, 1.0, 1.0]"
Jamil Muhammad,Georgia St.,254,2022-23,1,[6],['10/08/2022'],['Ga. Southern'],[1.0]
Jontrey Hunter,Georgia St.,254,2022-23,2,"[4, 6]","['09/22/2022', '10/08/2022']","['Coastal Carolina', 'Ga. Southern']","[1.0, 1.0]"
Antavious Lane,Georgia St.,254,2022-23,2,"[9, 10]","['11/05/2022', '11/12/2022']","['Southern Miss.', 'ULM']","[1.0, 1.0]"
Jordan Jones,Georgia St.,254,2022-23,1,[6],['10/08/2022'],['Ga. Southern'],[1.0]
Justin Abraham,Georgia St.,254,2022-23,1,[8],['10/29/2022'],['Old Dominion'],[1.0]
Jacorey Crawford,Georgia St.,254,2022-23,1,[2],['09/10/2022'],['North Carolina'],[1.0]
Bryquice Brown,Georgia St.,254,2022-23,1,[5],['10/01/2022'],['Army West Point'],[1.0]
Zamari Walton,Georgia Tech,255,2022-23,1,[7],['10/20/2022'],['Virginia'],[1.0]
Jaylon King,Georgia Tech,255,2022-23,1,[3],['09/17/2022'],['Ole Miss'],[1.0]
Myles Sims,Georgia Tech,255,2022-23,1,[2],['09/10/2022'],['Western Caro.'],[1.0]
Charlie Thomas,Georgia Tech,255,2022-23,2,"[2, 5]","['09/10/2022', '10/01/2022']","['Western Caro.', 'Pittsburgh']","[1.0, 1.0]"
Clayton Powell-Lee,Georgia Tech,255,2022-23,1,[9],['11/05/2022'],['Virginia Tech'],[1.0]
LaMiles Brooks,Georgia Tech,255,2022-23,3,"[4, 7, 11]","['09/24/2022', '10/20/2022', '11/19/2022']","['UCF', 'Virginia', 'North Carolina']","[1.0, 1.0, 1.0]"
Derrik Allen,Georgia Tech,255,2022-23,1,[2],['09/10/2022'],['Western Caro.'],[1.0]
K.J. Wallace II,Georgia Tech,255,2022-23,1,[6],['10/08/2022'],['Duke'],[1.0]
Kelee Ringo,Georgia,257,2022-23,2,"[9, 11]","['11/05/2022', '11/19/2022']","['Tennessee', 'Kentucky']","[1.0, 1.0]"
Javon Bullard,Georgia,257,2022-23,1,[14],['01/09/2023'],['TCU'],[2.0]
Christopher Smith,Georgia,257,2022-23,3,"[1, 4, 13]","['09/03/2022', '09/24/2022', '12/03/2022']","['Oregon', 'Kent St.', 'LSU']","[1.0, 1.0, 1.0]"
Smael Mondon,Georgia,257,2022-23,1,[13],['12/03/2022'],['LSU'],[1.0]
Trezmen Marshall,Georgia,257,2022-23,1,[3],['09/17/2022'],['South Carolina'],[1.0]
Malaki Starks,Georgia,257,2022-23,2,"[1, 3]","['09/03/2022', '09/17/2022']","['Oregon', 'South Carolina']","[1.0, 1.0]"
Dan Jackson,Georgia,257,2022-23,1,[3],['09/17/2022'],['South Carolina'],[1.0]
Peter Manuma,Hawaii,277,2022-23,1,[9],['10/29/2022'],['Wyoming'],[2.0]
Logan Taylor,Hawaii,277,2022-23,1,[12],['11/19/2022'],['UNLV'],[1.0]
Malik Hausman,Hawaii,277,2022-23,2,"[2, 4]","['09/03/2022', '09/17/2022']","['Western Ky.', 'Duquesne']","[1.0, 2.0]"
Penei Pavihi,Hawaii,277,2022-23,1,[4],['09/17/2022'],['Duquesne'],[1.0]
Virdel Edwards II,Hawaii,277,2022-23,3,"[3, 5, 13]","['09/10/2022', '09/24/2022', '11/26/2022']","['Michigan', 'New Mexico St.', 'San Jose St.']","[1.0, 1.0, 1.0]"
Nelson Ceaser,Houston,288,2022-23,1,[1],['09/03/2022'],['UTSA'],[1.0]
Thabo Mwaniki,Houston,288,2022-23,1,[4],['09/24/2022'],['Rice'],[1.0]
Jayce Rogers,Houston,288,2022-23,3,"[2, 7, 13]","['09/10/2022', '10/22/2022', '12/23/2022']","['Texas Tech', 'Navy', 'Louisiana']","[1.0, 1.0, 1.0]"
Art Green,Houston,288,2022-23,2,"[2, 7]","['09/10/2022', '10/22/2022']","['Texas Tech', 'Navy']","[1.0, 1.0]"
Gervarrius Owens,Houston,288,2022-23,1,[2],['09/10/2022'],['Texas Tech'],[1.0]
Sydney Brown,Illinois,301,2022-23,4,"[7, 8, 9, 12]","['10/15/2022', '10/29/2022', '11/05/2022', '11/26/2022']","['Minnesota', 'Nebraska', 'Michigan St.', 'Northwestern']","[1.0, 2.0, 1.0, 2.0]"
Keith Randolph Jr.,Illinois,301,2022-23,1,[4],['09/22/2022'],['Chattanooga'],[1.0]
Kendall Smith,Illinois,301,2022-23,5,"[2, 3, 5, 7, 13]","['09/02/2022', '09/10/2022', '10/01/2022', '10/15/2022', '01/02/2023']","['Indiana', 'Virginia', 'Wisconsin', 'Minnesota', 'Mississippi St.']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Tahveon Nicholson,Illinois,301,2022-23,1,[5],['10/01/2022'],['Wisconsin'],[1.0]
