Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Total Tackles For Loss
843.0,140.0,Carlton Johnson,Fresno St.,96,2022-23,1,[11],['11/19/2022'],['Nevada'],[2.0]
843.0,140.0,Bralyn Lux,Fresno St.,96,2022-23,1,[4],['10/01/2022'],['UConn'],[2.0]
165.0,24.0,David Perales,Fresno St.,96,2022-23,2,"[10, 11]","['11/11/2022', '11/19/2022']","['UNLV', 'Nevada']","[2.0, 2.0]"
843.0,140.0,Devo Bridges,Fresno St.,96,2022-23,1,[14],['12/17/2022'],['Washington St.'],[2.0]
843.0,140.0,Levelle Bailey,Fresno St.,96,2022-23,1,[7],['10/22/2022'],['New Mexico'],[2.0]
165.0,24.0,Collin Gamble,California,107,2022-23,2,"[5, 6]","['10/01/2022', '10/15/2022']","['Washington St.', 'Colorado']","[2.0, 3.0]"
843.0,140.0,Jackson Sirmon,California,107,2022-23,1,[3],['09/17/2022'],['Notre Dame'],[2.0]
843.0,140.0,Craig Woodson,California,107,2022-23,1,[4],['09/24/2022'],['Arizona'],[2.0]
843.0,140.0,Stephan Blaylock,UCLA,110,2022-23,1,[1],['09/03/2022'],['Bowling Green'],[2.0]
165.0,24.0,Laiatu Latu,UCLA,110,2022-23,2,"[2, 4]","['09/10/2022', '09/24/2022']","['Alabama St.', 'Colorado']","[2.0, 3.5]"
843.0,140.0,Darius Muasau,UCLA,110,2022-23,1,[9],['11/05/2022'],['Arizona St.'],[2.0]
843.0,140.0,Carl Jones Jr.,UCLA,110,2022-23,1,[1],['09/03/2022'],['Bowling Green'],[2.0]
843.0,140.0,Grayson Murphy,UCLA,110,2022-23,1,[9],['11/05/2022'],['Arizona St.'],[2.0]
843.0,140.0,Jay Toia,UCLA,110,2022-23,1,[13],['12/30/2022'],['Pittsburgh'],[2.0]
843.0,140.0,Quadric Bullard,UCF,128,2022-23,1,[4],['09/24/2022'],['Georgia Tech'],[2.0]
843.0,140.0,Kervins Choute,UCF,128,2022-23,1,[1],['09/01/2022'],['South Carolina St.'],[2.0]
843.0,140.0,Jeremiah Jean-Baptiste,UCF,128,2022-23,1,[4],['09/24/2022'],['Georgia Tech'],[2.0]
165.0,24.0,Tre'mon Morris-Brash,UCF,128,2022-23,2,"[5, 7]","['10/05/2022', '10/22/2022']","['SMU', 'East Carolina']","[2.0, 2.5]"
843.0,140.0,Ricky Barber,UCF,128,2022-23,1,[11],['11/19/2022'],['Navy'],[2.0]
843.0,140.0,Josh Celiscar,UCF,128,2022-23,1,[13],['12/03/2022'],['Tulane'],[2.0]
843.0,140.0,Justin Whiteside,Central Mich.,129,2022-23,1,[3],['09/17/2022'],['Bucknell'],[2.5]
843.0,140.0,Quindario Lee,Central Mich.,129,2022-23,1,[12],['11/25/2022'],['Eastern Mich.'],[2.0]
843.0,140.0,Trey Jones,Central Mich.,129,2022-23,1,[5],['10/01/2022'],['Toledo'],[2.0]
843.0,140.0,Michael Heldman,Central Mich.,129,2022-23,1,[3],['09/17/2022'],['Bucknell'],[3.5]
843.0,140.0,Robi Stuart,Central Mich.,129,2022-23,1,[5],['10/01/2022'],['Toledo'],[2.0]
165.0,24.0,Thomas Incoom,Central Mich.,129,2022-23,2,"[10, 11]","['11/09/2022', '11/16/2022']","['Buffalo', 'Western Mich.']","[2.5, 3.0]"
843.0,140.0,Jason Wiliams,Central Mich.,129,2022-23,1,[10],['11/09/2022'],['Buffalo'],[2.0]
165.0,24.0,LaQuan Johnson,Central Mich.,129,2022-23,2,"[7, 8]","['10/15/2022', '10/22/2022']","['Akron', 'Bowling Green']","[2.5, 2.0]"
843.0,140.0,John Wesley Whiteside,Central Mich.,129,2022-23,1,[4],['09/24/2022'],['Penn St.'],[2.0]
165.0,24.0,Jaheim Thomas,Cincinnati,140,2022-23,2,"[7, 11]","['10/22/2022', '11/19/2022']","['SMU', 'Temple']","[2.0, 2.0]"
843.0,140.0,Eric Phillips,Cincinnati,140,2022-23,1,[4],['09/24/2022'],['Indiana'],[2.5]
843.0,140.0,Sammy Anderson Jr.,Cincinnati,140,2022-23,1,[6],['10/08/2022'],['South Fla.'],[2.0]
165.0,24.0,Ivan Pace Jr.,Cincinnati,140,2022-23,2,"[3, 4]","['09/17/2022', '09/24/2022']","['Miami (OH)', 'Indiana']","[2.0, 4.5]"
843.0,140.0,Jaquan Sheppard,Cincinnati,140,2022-23,1,[8],['10/29/2022'],['UCF'],[2.0]
843.0,140.0,Jabari Taylor,Cincinnati,140,2022-23,1,[5],['10/01/2022'],['Tulsa'],[3.5]
843.0,140.0,Wilson Huber,Cincinnati,140,2022-23,1,[6],['10/08/2022'],['South Fla.'],[2.5]
843.0,140.0,K.J. Henry,Clemson,147,2022-23,1,[1],['09/05/2022'],['Georgia Tech'],[2.5]
843.0,140.0,LaVonta Bentley,Clemson,147,2022-23,1,[2],['09/10/2022'],['Furman'],[3.0]
843.0,140.0,Trenton Simpson,Clemson,147,2022-23,1,[11],['11/19/2022'],['Miami (FL)'],[2.0]
843.0,140.0,Nate Wiggins,Clemson,147,2022-23,1,[12],['11/26/2022'],['South Carolina'],[2.0]
165.0,24.0,Jeremiah Trotter Jr.,Clemson,147,2022-23,2,"[12, 13]","['11/26/2022', '12/03/2022']","['South Carolina', 'North Carolina']","[3.0, 3.0]"
843.0,140.0,Bryan Bresee,Clemson,147,2022-23,1,[1],['09/05/2022'],['Georgia Tech'],[2.0]
843.0,140.0,Xavier Thomas,Clemson,147,2022-23,1,[6],['10/08/2022'],['Boston College'],[2.0]
843.0,140.0,Wade Woodaz,Clemson,147,2022-23,1,[14],['12/30/2022'],['Tennessee'],[2.0]
843.0,140.0,Myles Murphy,Clemson,147,2022-23,1,[7],['10/15/2022'],['Florida St.'],[3.5]
843.0,140.0,Barrett Carter,Clemson,147,2022-23,1,[10],['11/12/2022'],['Louisville'],[3.5]
843.0,140.0,Tyler Davis,Clemson,147,2022-23,1,[8],['10/22/2022'],['Syracuse'],[2.5]
843.0,140.0,Josaiah Stewart,Coastal Carolina,149,2022-23,1,[10],['11/12/2022'],['Southern Miss.'],[3.0]
843.0,140.0,Adrian Hope,Coastal Carolina,149,2022-23,1,[9],['11/03/2022'],['App State'],[2.0]
843.0,140.0,Shane Bruce,Coastal Carolina,149,2022-23,1,[13],['12/27/2022'],['East Carolina'],[2.5]
843.0,140.0,Kennedy Roberts,Coastal Carolina,149,2022-23,1,[12],['12/03/2022'],['Troy'],[2.0]
843.0,140.0,Jerrod Clark,Coastal Carolina,149,2022-23,1,[10],['11/12/2022'],['Southern Miss.'],[2.0]
843.0,140.0,Jahmar Brown,Coastal Carolina,149,2022-23,1,[2],['09/10/2022'],['Gardner-Webb'],[2.0]
843.0,140.0,Chase Wilson,Colorado St.,156,2022-23,1,[12],['11/25/2022'],['New Mexico'],[2.5]
843.0,140.0,Drew Kulick,Colorado St.,156,2022-23,1,[2],['09/10/2022'],['Middle Tenn.'],[3.0]
843.0,140.0,Mohamed Kamara,Colorado St.,156,2022-23,1,[9],['11/05/2022'],['San Jose St.'],[2.5]
843.0,140.0,Troy Golden,Colorado St.,156,2022-23,1,[5],['10/07/2022'],['Nevada'],[2.0]
165.0,24.0,CJ Onyechi,Colorado St.,156,2022-23,2,"[3, 8]","['09/17/2022', '10/29/2022']","['Washington St.', 'Boise St.']","[3.0, 2.0]"
843.0,140.0,Ayden Hector,Colorado St.,156,2022-23,1,[12],['11/25/2022'],['New Mexico'],[2.0]
843.0,140.0,Terrance Lang,Colorado,157,2022-23,1,[6],['10/15/2022'],['California'],[2.0]
843.0,140.0,Guy Thomas,Colorado,157,2022-23,1,[3],['09/17/2022'],['Minnesota'],[2.0]
843.0,140.0,Josh Chandler-Semedo,Colorado,157,2022-23,1,[6],['10/15/2022'],['California'],[2.5]
843.0,140.0,Pryce Yates,UConn,164,2022-23,1,[9],['10/29/2022'],['Boston College'],[3.0]
843.0,140.0,Eric Watts,UConn,164,2022-23,1,[9],['10/29/2022'],['Boston College'],[2.5]
843.0,140.0,Brandon Bouyer-Randle,UConn,164,2022-23,1,[4],['09/17/2022'],['Michigan'],[2.5]
843.0,140.0,Jelani Stafford,UConn,164,2022-23,1,[3],['09/10/2022'],['Syracuse'],[2.0]
843.0,140.0,Cam Dillon,Duke,193,2022-23,1,[13],['12/28/2022'],['UCF'],[2.0]
843.0,140.0,Darius Joiner,Duke,193,2022-23,1,[9],['11/04/2022'],['Boston College'],[2.0]
165.0,24.0,Brandon Johnson,Duke,193,2022-23,2,"[8, 10]","['10/22/2022', '11/12/2022']","['Miami (FL)', 'Virginia Tech']","[2.0, 2.0]"
165.0,24.0,DeWayne Carter,Duke,193,2022-23,2,"[9, 12]","['11/04/2022', '11/26/2022']","['Boston College', 'Wake Forest']","[2.0, 2.0]"
843.0,140.0,Shaka Heyward,Duke,193,2022-23,1,[2],['09/10/2022'],['Northwestern'],[2.0]
843.0,140.0,Jireh Wilson,East Carolina,196,2022-23,1,[12],['11/26/2022'],['Temple'],[4.0]
843.0,140.0,Jeremy Lewis,East Carolina,196,2022-23,1,[13],['12/27/2022'],['Coastal Carolina'],[2.0]
165.0,24.0,Chad Stephens,East Carolina,196,2022-23,2,"[11, 13]","['11/19/2022', '12/27/2022']","['Houston', 'Coastal Carolina']","[2.0, 2.0]"
843.0,140.0,Rick D'Abreu,East Carolina,196,2022-23,1,[8],['10/22/2022'],['UCF'],[2.0]
843.0,140.0,Shaundre Mims,East Carolina,196,2022-23,1,[7],['10/15/2022'],['Memphis'],[3.0]
843.0,140.0,Immanuel Hickman,East Carolina,196,2022-23,1,[11],['11/19/2022'],['Houston'],[2.0]
843.0,140.0,Peyton Price,Eastern Mich.,204,2022-23,1,[13],['12/20/2022'],['San Jose St.'],[2.0]
843.0,140.0,Grant Trueman,Eastern Mich.,204,2022-23,1,[13],['12/20/2022'],['San Jose St.'],[2.0]
8.0,1.0,Jose Ramirez,Eastern Mich.,204,2022-23,4,"[4, 5, 6, 8]","['10/01/2022', '10/08/2022', '10/15/2022', '10/29/2022']","['Massachusetts', 'Western Mich.', 'NIU', 'Toledo']","[3.0, 4.0, 2.0, 2.0]"
843.0,140.0,Tim Grant-Randall,Eastern Mich.,204,2022-23,1,[4],['10/01/2022'],['Massachusetts'],[2.0]
843.0,140.0,Latrell Jean,Fla. Atlantic,229,2022-23,1,[6],['10/01/2022'],['North Texas'],[2.0]
843.0,140.0,Marlon Krakue,Fla. Atlantic,229,2022-23,1,[2],['09/03/2022'],['Ohio'],[3.0]
843.0,140.0,Jaylen Wester,Fla. Atlantic,229,2022-23,1,[10],['11/12/2022'],['FIU'],[2.0]
843.0,140.0,Eddie Williams,Fla. Atlantic,229,2022-23,1,[2],['09/03/2022'],['Ohio'],[2.0]
843.0,140.0,Hezekiah Masses,FIU,231,2022-23,1,[9],['11/05/2022'],['North Texas'],[2.0]
843.0,140.0,Jordan Guerad,FIU,231,2022-23,1,[12],['11/26/2022'],['Middle Tenn.'],[2.0]
843.0,140.0,Keegan Davis,FIU,231,2022-23,1,[10],['11/12/2022'],['Fla. Atlantic'],[2.0]
843.0,140.0,Donovan Manuel,FIU,231,2022-23,1,[5],['10/08/2022'],['UConn'],[2.0]
843.0,140.0,Alex Nobles,FIU,231,2022-23,1,[5],['10/08/2022'],['UConn'],[2.0]
843.0,140.0,Gaethan Bernadel,FIU,231,2022-23,1,[12],['11/26/2022'],['Middle Tenn.'],[2.0]
843.0,140.0,Shaun Peterson Jr.,FIU,231,2022-23,1,[7],['10/22/2022'],['Charlotte'],[3.5]
843.0,140.0,Tatum Bethune,Florida St.,234,2022-23,1,[5],['10/08/2022'],['NC State'],[2.5]
165.0,24.0,Jared Verse,Florida St.,234,2022-23,2,"[1, 4]","['09/04/2022', '10/01/2022']","['LSU', 'Wake Forest']","[2.5, 2.5]"
843.0,140.0,Kalen DeLoach,Florida St.,234,2022-23,1,[13],['12/29/2022'],['Oklahoma'],[2.0]
843.0,140.0,Azareye'h Thomas,Florida St.,234,2022-23,1,[3],['09/24/2022'],['Boston College'],[2.0]
165.0,24.0,Brenton Cox Jr.,Florida,235,2022-23,2,"[5, 6]","['10/02/2022', '10/08/2022']","['Eastern Wash.', 'Missouri']","[2.0, 3.0]"
843.0,140.0,Amari Burney,Florida,235,2022-23,1,[4],['09/24/2022'],['Tennessee'],[2.5]
843.0,140.0,Ventrell Miller,Florida,235,2022-23,1,[10],['11/12/2022'],['South Carolina'],[2.0]
165.0,24.0,Princely Umanmielen,Florida,235,2022-23,2,"[6, 9]","['10/08/2022', '11/05/2022']","['Missouri', 'Texas A&M']","[3.0, 2.0]"
843.0,140.0,Antwaun Powell-Ryland Jr.,Florida,235,2022-23,1,[9],['11/05/2022'],['Texas A&M'],[2.0]
843.0,140.0,Justin Ellis,Ga. Southern,253,2022-23,1,[10],['11/10/2022'],['Louisiana'],[2.0]
843.0,140.0,Latrell Bullard,Ga. Southern,253,2022-23,1,[7],['10/15/2022'],['James Madison'],[2.0]
843.0,140.0,Da'Shawn Davis,Ga. Southern,253,2022-23,1,[9],['11/05/2022'],['South Alabama'],[2.0]
843.0,140.0,Thomas Gore,Georgia St.,254,2022-23,1,[8],['10/29/2022'],['Old Dominion'],[2.5]
165.0,24.0,Javon Denis,Georgia St.,254,2022-23,2,"[9, 10]","['11/05/2022', '11/12/2022']","['Southern Miss.', 'ULM']","[2.5, 2.5]"
843.0,140.0,Shamar McCollum,Georgia St.,254,2022-23,1,[11],['11/19/2022'],['James Madison'],[2.0]
843.0,140.0,Jeffery Clark,Georgia St.,254,2022-23,1,[9],['11/05/2022'],['Southern Miss.'],[2.5]
843.0,140.0,Quavian White,Georgia St.,254,2022-23,1,[1],['09/03/2022'],['South Carolina'],[2.0]
165.0,24.0,D'Quan Douse,Georgia Tech,255,2022-23,2,"[9, 11]","['11/05/2022', '11/19/2022']","['Virginia Tech', 'North Carolina']","[2.5, 2.0]"
165.0,24.0,Ayinde Eley,Georgia Tech,255,2022-23,2,"[2, 3]","['09/10/2022', '09/17/2022']","['Western Caro.', 'Ole Miss']","[2.0, 3.0]"
843.0,140.0,Charlie Thomas,Georgia Tech,255,2022-23,1,[7],['10/20/2022'],['Virginia'],[2.0]
843.0,140.0,Noah Collins,Georgia Tech,255,2022-23,1,[3],['09/17/2022'],['Ole Miss'],[2.0]
165.0,24.0,Keion White,Georgia Tech,255,2022-23,2,"[4, 7]","['09/24/2022', '10/20/2022']","['UCF', 'Virginia']","[2.0, 2.0]"
843.0,140.0,Bear Alexander,Georgia,257,2022-23,1,[14],['01/09/2023'],['TCU'],[2.0]
843.0,140.0,Javon Bullard,Georgia,257,2022-23,1,[9],['11/05/2022'],['Tennessee'],[2.0]
843.0,140.0,Kamari Lassiter,Georgia,257,2022-23,1,[11],['11/19/2022'],['Kentucky'],[2.0]
843.0,140.0,Jalen Carter,Georgia,257,2022-23,1,[13],['12/03/2022'],['LSU'],[2.0]
843.0,140.0,Jamon Dumas-Johnson,Georgia,257,2022-23,1,[4],['09/24/2022'],['Kent St.'],[3.0]
843.0,140.0,Jonah Kahahawai-Welch,Hawaii,277,2022-23,1,[12],['11/19/2022'],['UNLV'],[2.0]
843.0,140.0,Penei Pavihi,Hawaii,277,2022-23,1,[11],['11/12/2022'],['Utah St.'],[2.0]
843.0,140.0,Nelson Ceaser,Houston,288,2022-23,1,[6],['10/07/2022'],['Memphis'],[2.5]
843.0,140.0,Sedrick Williams,Houston,288,2022-23,1,[1],['09/03/2022'],['UTSA'],[2.0]
843.0,140.0,Atlias Bell,Houston,288,2022-23,1,[12],['11/26/2022'],['Tulsa'],[2.0]
843.0,140.0,Derek Parish,Houston,288,2022-23,1,[2],['09/10/2022'],['Texas Tech'],[6.5]
843.0,140.0,Latrell Bankston,Houston,288,2022-23,1,[4],['09/24/2022'],['Rice'],[2.0]
165.0,24.0,D'Anthony Jones,Houston,288,2022-23,2,"[10, 11]","['11/12/2022', '11/19/2022']","['Temple', 'East Carolina']","[2.0, 2.0]"
843.0,140.0,Donavan Mutin,Houston,288,2022-23,1,[2],['09/10/2022'],['Texas Tech'],[2.5]
843.0,140.0,Gabe Jacas,Illinois,301,2022-23,1,[3],['09/10/2022'],['Virginia'],[2.0]
165.0,24.0,Jer'Zhan Newton,Illinois,301,2022-23,2,"[9, 11]","['11/05/2022', '11/19/2022']","['Michigan St.', 'Michigan']","[3.0, 2.0]"
843.0,140.0,Seth Coleman,Illinois,301,2022-23,1,[6],['10/08/2022'],['Iowa'],[2.0]
843.0,140.0,Keith Randolph Jr.,Illinois,301,2022-23,1,[3],['09/10/2022'],['Virginia'],[2.5]
843.0,140.0,Isaac Darkangelo,Illinois,301,2022-23,1,[12],['11/26/2022'],['Northwestern'],[2.0]
843.0,140.0,Aaron Casey,Indiana,306,2022-23,1,[7],['10/15/2022'],['Maryland'],[2.0]
843.0,140.0,Dasan McCullough,Indiana,306,2022-23,1,[2],['09/10/2022'],['Idaho'],[2.0]
843.0,140.0,Alfred Bryant,Indiana,306,2022-23,1,[12],['11/26/2022'],['Purdue'],[3.0]
843.0,140.0,JH Tevis,Indiana,306,2022-23,1,[1],['09/02/2022'],['Illinois'],[2.0]
843.0,140.0,Noah Pierre,Indiana,306,2022-23,1,[5],['10/01/2022'],['Nebraska'],[2.0]
843.0,140.0,Will McDonald,Iowa St.,311,2022-23,1,[6],['10/08/2022'],['Kansas St.'],[2.0]
843.0,140.0,M.J. Anderson,Iowa St.,311,2022-23,1,[10],['11/12/2022'],['Oklahoma St.'],[3.0]
843.0,140.0,O'Rien Vance,Iowa St.,311,2022-23,1,[11],['11/19/2022'],['Texas Tech'],[2.0]
843.0,140.0,Logan Lee,Iowa,312,2022-23,1,[10],['11/12/2022'],['Wisconsin'],[2.0]
843.0,140.0,Joe Evans,Iowa,312,2022-23,1,[1],['09/03/2022'],['South Dakota St.'],[2.5]
843.0,140.0,Jack Campbell,Iowa,312,2022-23,1,[13],['12/31/2022'],['Kentucky'],[2.0]
843.0,140.0,Noah Shannon,Iowa,312,2022-23,1,[12],['11/25/2022'],['Nebraska'],[2.5]
843.0,140.0,Deontae Craig,Iowa,312,2022-23,1,[13],['12/31/2022'],['Kentucky'],[3.5]
165.0,24.0,John Waggoner,Iowa,312,2022-23,2,"[3, 6]","['09/17/2022', '10/08/2022']","['Nevada', 'Illinois']","[2.0, 2.0]"
843.0,140.0,Lukas Van Ness,Iowa,312,2022-23,1,[3],['09/17/2022'],['Nevada'],[2.5]
843.0,140.0,Aaron  Graves,Iowa,312,2022-23,1,[9],['11/05/2022'],['Purdue'],[2.0]
843.0,140.0,Felix Anudike-Uzomah,Kansas St.,327,2022-23,1,[5],['10/01/2022'],['Texas Tech'],[3.0]
843.0,140.0,Josh Hayes,Kansas St.,327,2022-23,1,[2],['09/10/2022'],['Missouri'],[2.0]
843.0,140.0,Khalid Duke,Kansas St.,327,2022-23,1,[5],['10/01/2022'],['Texas Tech'],[3.0]
165.0,24.0,Austin Moore,Kansas St.,327,2022-23,2,"[2, 3]","['09/10/2022', '09/17/2022']","['Missouri', 'Tulane']","[2.0, 2.0]"
843.0,140.0,Brendan Mott,Kansas St.,327,2022-23,1,[11],['11/19/2022'],['West Virginia'],[3.0]
843.0,140.0,Lonnie Phelps,Kansas,328,2022-23,1,[1],['09/02/2022'],['Tennessee Tech'],[4.0]
165.0,24.0,Jereme Robinson,Kansas,328,2022-23,2,"[9, 13]","['11/05/2022', '12/28/2022']","['Oklahoma St.', 'Arkansas']","[2.0, 2.0]"
29.0,3.0,Khalib Johns,Kent St.,331,2022-23,3,"[1, 2, 3]","['09/03/2022', '09/10/2022', '09/17/2022']","['Washington', 'Oklahoma', 'LIU']","[2.0, 2.0, 3.0]"
165.0,24.0,Marvin Pierre,Kent St.,331,2022-23,2,"[9, 10]","['11/01/2022', '11/09/2022']","['Ball St.', 'Bowling Green']","[2.0, 2.0]"
843.0,140.0,Khali Saunders,Kent St.,331,2022-23,1,[12],['11/26/2022'],['Buffalo'],[2.0]
843.0,140.0,Saivon Davis,Kent St.,331,2022-23,1,[12],['11/26/2022'],['Buffalo'],[2.5]
843.0,140.0,Zayin West,Kent St.,331,2022-23,1,[11],['11/16/2022'],['Eastern Mich.'],[2.5]
843.0,140.0,D'Eryk Jackson,Kentucky,334,2022-23,1,[6],['10/08/2022'],['South Carolina'],[2.0]
843.0,140.0,Trevin Wallace,Kentucky,334,2022-23,1,[9],['11/05/2022'],['Missouri'],[2.5]
165.0,24.0,Jordan Wright,Kentucky,334,2022-23,2,"[2, 3]","['09/10/2022', '09/17/2022']","['Florida', 'Youngstown St.']","[2.0, 2.0]"
843.0,140.0,West Weeks,LSU,365,2022-23,1,[4],['09/24/2022'],['New Mexico'],[2.0]
165.0,24.0,BJ Ojulari,LSU,365,2022-23,2,"[3, 5]","['09/17/2022', '10/01/2022']","['Mississippi St.', 'Auburn']","[2.5, 2.0]"
843.0,140.0,Greg Penn III,LSU,365,2022-23,1,[10],['11/12/2022'],['Arkansas'],[2.5]
165.0,24.0,Harold Perkins Jr.,LSU,365,2022-23,2,"[10, 11]","['11/12/2022', '11/19/2022']","['Arkansas', 'UAB']","[3.0, 2.0]"
843.0,140.0,Major Burns,LSU,365,2022-23,1,[1],['09/04/2022'],['Florida St.'],[2.0]
843.0,140.0,Mekhi Wingo,LSU,365,2022-23,1,[14],['01/02/2023'],['Purdue'],[2.0]
843.0,140.0,J'Dan Burnett,Louisiana Tech,366,2022-23,1,[2],['09/10/2022'],['SFA'],[2.0]
843.0,140.0,Kershawn Fisher,Louisiana Tech,366,2022-23,1,[11],['11/19/2022'],['Charlotte'],[2.5]
843.0,140.0,Keivie Rose,Louisiana Tech,366,2022-23,1,[11],['11/19/2022'],['Charlotte'],[2.0]
843.0,140.0,Zion Nason,Louisiana Tech,366,2022-23,1,[7],['10/22/2022'],['Rice'],[2.0]
843.0,140.0,Deshon Hall,Louisiana Tech,366,2022-23,1,[1],['09/01/2022'],['Missouri'],[2.0]
843.0,140.0,Yasir Abdullah,Louisville,367,2022-23,1,[11],['11/19/2022'],['NC State'],[3.0]
843.0,140.0,Kei'Trel Clark,Louisville,367,2022-23,1,[8],['10/29/2022'],['Wake Forest'],[2.0]
165.0,24.0,Mason Reiger,Louisville,367,2022-23,2,"[6, 10]","['10/08/2022', '11/12/2022']","['Virginia', 'Clemson']","[2.0, 2.0]"
843.0,140.0,Ashton Gillotte,Louisville,367,2022-23,1,[1],['09/03/2022'],['Syracuse'],[2.0]
843.0,140.0,Dorian Jones,Louisville,367,2022-23,1,[4],['09/24/2022'],['South Fla.'],[2.0]
843.0,140.0,Monty Montgomery,Louisville,367,2022-23,1,[5],['10/01/2022'],['Boston College'],[3.0]
165.0,24.0,YaYa Diaby,Louisville,367,2022-23,2,"[3, 4]","['09/16/2022', '09/24/2022']","['Florida St.', 'South Fla.']","[3.0, 2.0]"
843.0,140.0,MoMo Sanogo,Louisville,367,2022-23,1,[10],['11/12/2022'],['Clemson'],[2.0]
843.0,140.0,Owen Porter,Marshall,388,2022-23,1,[12],['11/26/2022'],['Georgia St.'],[2.0]
843.0,140.0,Eli Neal,Marshall,388,2022-23,1,[12],['11/26/2022'],['Georgia St.'],[3.0]
165.0,24.0,Koby Cumberlander,Marshall,388,2022-23,2,"[8, 12]","['10/29/2022', '11/26/2022']","['Coastal Carolina', 'Georgia St.']","[2.5, 3.0]"
843.0,140.0,Andre Sam,Marshall,388,2022-23,1,[7],['10/22/2022'],['James Madison'],[2.0]
843.0,140.0,Mosiah Nasili-Kite,Maryland,392,2022-23,1,[1],['09/03/2022'],['Buffalo'],[2.0]
843.0,140.0,Anthony Booker Jr.,Maryland,392,2022-23,1,[12],['11/26/2022'],['Rutgers'],[2.0]
843.0,140.0,Isaiah Hazel,Maryland,392,2022-23,1,[4],['09/24/2022'],['Michigan'],[2.0]
843.0,140.0,Henry Chibueze,Maryland,392,2022-23,1,[1],['09/03/2022'],['Buffalo'],[2.0]
843.0,140.0,Greg China-Rose,Maryland,392,2022-23,1,[9],['11/05/2022'],['Wisconsin'],[2.0]
165.0,24.0,Durell Nchami,Maryland,392,2022-23,2,"[6, 7]","['10/08/2022', '10/15/2022']","['Purdue', 'Indiana']","[3.0, 2.0]"
165.0,24.0,Jaishawn Barham,Maryland,392,2022-23,2,"[6, 12]","['10/08/2022', '11/26/2022']","['Purdue', 'Rutgers']","[2.0, 2.0]"
843.0,140.0,Billy Wooden,Massachusetts,400,2022-23,1,[8],['10/29/2022'],['New Mexico St.'],[2.0]
165.0,24.0,Jalen Mackie,Massachusetts,400,2022-23,2,"[5, 6]","['10/01/2022', '10/08/2022']","['Eastern Mich.', 'Liberty']","[2.0, 2.0]"
29.0,3.0,Marcus Cushnie,Massachusetts,400,2022-23,3,"[4, 6, 8]","['09/24/2022', '10/08/2022', '10/29/2022']","['Temple', 'Liberty', 'New Mexico St.']","[2.0, 3.0, 2.0]"
165.0,24.0,Tyler Murray,Memphis,404,2022-23,2,"[2, 7]","['09/10/2022', '10/15/2022']","['Navy', 'East Carolina']","[2.0, 2.0]"
843.0,140.0,Xavier Cullens,Memphis,404,2022-23,1,[5],['10/01/2022'],['Temple'],[2.5]
843.0,140.0,Quindell Johnson,Memphis,404,2022-23,1,[11],['11/19/2022'],['North Ala.'],[2.0]
165.0,24.0,Jaylon Allen,Memphis,404,2022-23,2,"[10, 12]","['11/10/2022', '11/26/2022']","['Tulsa', 'SMU']","[2.0, 2.0]"
843.0,140.0,Corey Suttle,Miami (OH),414,2022-23,1,[7],['10/15/2022'],['Bowling Green'],[2.0]
843.0,140.0,Matt Salopek,Miami (OH),414,2022-23,1,[6],['10/08/2022'],['Kent St.'],[2.0]
843.0,140.0,Caiden Woullard,Miami (OH),414,2022-23,1,[3],['09/17/2022'],['Cincinnati'],[2.0]
29.0,3.0,Brian Ugwu,Miami (OH),414,2022-23,3,"[8, 9, 10]","['10/22/2022', '10/29/2022', '11/08/2022']","['Western Mich.', 'Akron', 'Ohio']","[3.0, 2.0, 2.0]"
843.0,140.0,Ty Wise,Miami (OH),414,2022-23,1,[2],['09/10/2022'],['Robert Morris'],[2.0]
843.0,140.0,Mitchell Agude,Miami (FL),415,2022-23,1,[9],['11/05/2022'],['Florida St.'],[2.0]
843.0,140.0,Caleb Johnson,Miami (FL),415,2022-23,1,[8],['10/29/2022'],['Virginia'],[2.0]
165.0,24.0,Corey Flagg Jr.,Miami (FL),415,2022-23,2,"[5, 6]","['10/08/2022', '10/15/2022']","['North Carolina', 'Virginia Tech']","[3.0, 2.0]"
165.0,24.0,Akheem Mesidor,Miami (FL),415,2022-23,2,"[6, 7]","['10/15/2022', '10/22/2022']","['Virginia Tech', 'Duke']","[3.5, 2.0]"
843.0,140.0,Jahfari Harvey,Miami (FL),415,2022-23,1,[8],['10/29/2022'],['Virginia'],[2.0]
843.0,140.0,Leonard Taylor,Miami (FL),415,2022-23,1,[11],['11/19/2022'],['Clemson'],[2.0]
165.0,24.0,Jacoby Windmon,Michigan St.,416,2022-23,2,"[1, 2]","['09/02/2022', '09/10/2022']","['Western Mich.', 'Akron']","[4.0, 2.5]"
843.0,140.0,Cal Haladay,Michigan St.,416,2022-23,1,[11],['11/19/2022'],['Indiana'],[2.0]
843.0,140.0,Avery Dunn,Michigan St.,416,2022-23,1,[11],['11/19/2022'],['Indiana'],[2.5]
843.0,140.0,Simeon Barrow,Michigan St.,416,2022-23,1,[12],['11/26/2022'],['Penn St.'],[2.0]
843.0,140.0,Kendell Brooks,Michigan St.,416,2022-23,1,[8],['10/29/2022'],['Michigan'],[3.0]
843.0,140.0,Mike Morris,Michigan,418,2022-23,1,[5],['10/01/2022'],['Iowa'],[2.0]
